,src,tgt
1141,"Come on, whistle!",चलो सितण दियो।
1142,"Now, Grandfather, your sorrow is my sorrow.",अब बुबू तुमर दुःख म्यर दुःख छ।
1143,So go to him tonight.,तो भो राति वीक पास हिटो।
1144,The mango has become about ninety years old too.,आम् लै लगभग नब्वे सालकि है गे।
1145,"On the last day of the workshop, May 22, 2020, the main speakers and about 15 participants recited their poems, stories, and more.","कार्यशालाक आंखरी दिन २२ मई २०२० हुं मुख्य बक्ताओं समेत हौर करीब १५ प्रतिभागियोंल आपुण कविता, का्थ आदि सुणाई।"
1146,Every tough task feels like a game in my hands.,हर कठिन काम म्यर लिजी बौं हाथक खेल हुन चैं।
1147,"I have a friend, Birender Singh, from Pithoragarh.","म्यर एक दगड़ि छ बिरेन्दर सिङ, पिथौड़ागढ़क छ।"
1148,The shepherds want to show their skills in the country?s interest and help control extremism with a challenge.,डंगरियों ल आपणी करामात देशहित में देखूण चैंछ और उग्रवाद पर चुनौती क साथ नियंत्रण करण में मदद करण चैंछ।
1149,"For example, if ?A? is accused of murder by the police, ?A? will be considered innocent until the police prove through evidence that he committed the murder.","उदाहरणा तौर पर यदि 'क' पर पुलिसल हत्याक अपराध करणक दोष लागै रौ तो 'क' तब तक निर्दोष मानी जाल, जब तक पुलिस गवाही आदि द्वारा य सिद्ध नि करौ कि हत्या क लै करी।"
1150,The house is now just for the household members.,घर अब सिर्फ घरवालनौक छू बस।
1151,"The conference began with a group song, lit by the academy president and Delhi government?s deputy chief minister Manish Sisodia, academy vice president M.S. Rawat, academy secretary Dr. Jeetram Bhatt, and poets.","सम्मेलनकि शुरवात वृंदगान गीत गै बेर और अकादमी अध्यक्ष व दिल्ली सरकार में उपमुख्यमंत्री मनीष सिसोदिया, अकादमी उपाध्यक्ष एम एस रावत, अकादमी सचिव डॉ जीतराम भट्ट व कवियोंल दी जगै बेर करौ।"
1152,"Writing keeps going as practice, and then it doesn?t feel tough, but poetic talent is necessary; without it, nothing works.","लेखन-लेखनै अभ्यास है जाँ और फिर के कठिन न ला्गन, लेकिन काव्य प्रतिभाक हुण जरूरी छु, बिना उई क्वे बात नि बणौ।"
1153,"They want to buy everything with money, but in the end, money doesn?t help at all.",धन लिबै सब कुछ खरीदण चहाँ छि अंत में धन वक बिल्कुल लै काम नि आय।
1154,Now where do I go alone?,अब मैं यकलि स्यैंणि काँ-काँ जूँ।
1155,"I don?t know, Grandfather! They filled this milk bottle in the hospital; I don?t know whose milk it is.","पत्त नें बुबू! यौ दूधेकि बोतल में भर राख छी अस्पताल वालाँल, पत्तनै क्येक दूध छ।"
1156,There are some pictures like this in the book.,किताब बै कुछ चित्र य प्रकार छन।
1157,We were first three sisters and later three brothers.,हम पैंली तीन बैणी भयां और पछां तीन भै।
1158,"You saw this poem will surely be printed, after that your mind will write today.","तुम देखिया यौ कविता जरूर छापी जालि, वीक बाद तुमर मन आजि लेखणक करल।"
1159,"A little later, from a temple?s chaos, I saw that everything didn?t go away, but who could this man be, friend!",थ्वाड़ देर में सामणी एक मन्दिर बटि एक बाबाल देखौ कि सब न्है गयीं पर यौ आदिम को हुनौल यार!
1160,Ruwali Jyu is truly a master of words.,रुवाली ज्यू वास्तव में शब्द साधक छी।
1161,"Even then, they laid the foundation stone of Gandhi Temple in Takul village near Nainital.",इदिनै उनूल नैनताल क नजदीक ताकुल नामक गौं में गांधी मंदिरक आधारशिला लै धरी।
1162,The village population here has decreased a bit.,तहैं लै गोंनुकि आबादी आदुक है गोछी बल।
1163,"Before the Kargil war, Operation Life Protector was ongoing in Jammu-Kashmir to fight covertly with extremists, curb them, and protect the local people.",कारगिल युद्ध है पैली जम्मू-कश्मीर में छद्मयुद्ध दगै लड़ण क लिजी आपरेशन जीवन रक्षक चल रौछी जमें उग्रवादियों पर नकेल डाली जैंछी और स्थानीय जनता कि रक्षा करी जैंछी।
1164,But he handed that wise one to Damu from the kitchen with his hands.,पै उ स्यैणि भौ कें हा्थ में धरिबेर भ्यार दमु्कें दि अै।
1165,"That?s why now you change your hearts and return to God, so your sins can be forgiven.","यैक लिजी ऑब तुम आपण मनों कैं बदइबेर परमेश्वरक तरफ लौट आओ, जैल तुमार पाप माफ करी जाओ।"
1166,"They said don?t lack anything in the snow; I?ll do it, you stay with us.",उनल लयौ बतैयै नै ह्यून में कमी झन करिये मीहैलै करों तु हमरैवा रये।
1167,Now ten times have passed.,आ्ब दस कां बार बाजि गई।
1168,"We became without a big grandfather now, doing calculations without a calculator.",हम आब बिन बड़बाज्यूक भयां बिना कैलक्यूलेटराक हिसाब-किताब करणी।
1169,"When we don?t speak this language in our society, family, and with kids, then its development can?t happen.","जब जाणे हम य भाष कैं आपण समाज, परवार, नानतिनन में न बुलां तब जाणे येक बिकास न है सकन।"
1170,Chanu is very happy today.,चनु आज भौत खुसि छा।
1171,"The Holy Spirit said to Philip, Go forward and walk alongside the chariot.","पवित्र आत्माल फिलिप्पुस धैं कौ, अघिल जैबेर रथक दगाड़-दगाड़ हिट।"
1172,"First, that place?s name was Luz, but Yakub named it Bethel, which means God?s house.","पैली उ जॉगक नाम लूज छी लेकिन याकूबल वीक नाम बेतेल धरौ, जैक अर्थ छु परमेश्वरक घर।"
1173,Damu came inside from the door and said hello to Father.,दमु द्वार बटि भितेराँ अै बेर बुवा हें नमस्कार कूँ।
1174,"Earlier, Ram Singh Dhoni taught at Junior High School Jhaladungra and High School Bhetabadauli Dhyari.",उबाद रामसिंह धौनी जुनियर हाईस्कूल झालडुंगरा व हाईस्कूल भेटाबड़ौली ध्याड़ी में अध्यापन करौ।
1175,"Whether it?s stage hosting or a discussion, your presentation style is unique and impresses everyone too.","मंच संचालन हो या बिचार गोष्ठी, तुमर प्रस्तुतिक अंदाज अलगै हुंछ और सबन कैं प्रभावित लै करूं।"
1176,"Who knows everything, even they took that road.","को सबै ल आल पत्त नै, उसी द्वियै बस तो उनि यो बाट बै।"
1177,Who has written in Kumaoni and Hindi genres?,आपूंल कुमाउनी और हिंदी कि को-को विधाओं में आ्पणि कलम चलै राखै?
1178,"The king?s life oath, you?re a spy!",रॉजक जीवनक कसम तुम जासूसै छा!
1179,"Hearing the commotion, neighbors gathered from nearby too.",हल्ल-गुल्ल सुणि वली-पली पड़ोस बटी लै मैंस एकबटी गा्य।
1180,"Good, tell me one thing, how long did you take this scooter and how long did you learn to ride it?",अच्छा एक बात बताओ यौ स्कूटर कधिन ले तुमूल और कधिन सिख ली तुमूल चलूँण?
1181,Bhagu knows both worry and more.,भागुलि लै और भौ लै चितै जानी।
1182,Now Chami has started shouting loudly.,अब चमि जरा ठुलि-ठुलि हांकण भै गोय।
1183,"After that, when Abram was ninety-nine years old, Lord God spoke to him again, saying, I?m God, who is almighty over everything.","वीक बाद जब अब्राम निन्यानबे सालक हौ, तब प्रभु परमेश्वरल वीक दगाड़ फिर बात करिबेर कौ, मी परमेश्वर छूं, जो सबों है सामर्थी छूं।"
1184,"He gave breath, life, and everything to all.","उं सबों कैं प्राण, जिन्दगी और सब चीज-बस्त दिंनी।"
1185,Damu?s mother started asking question after question.,दमुवेकि इजैल सवाल पर सवाल पुछण शुरु कर दी।
1186,The meaning of the song is that the host doing good deeds is religious.,मली गीतक् भाव छ कि शुभकाज करणी जजमान धार्मिक प्रवृत्तिक छन।
1187,Damu became somewhat hopeless.,दमु कुछ हतास जस हैगो।
1188,Yakub spent seventeen years in Egypt.,याकूबल सत्र साल मिस्र देश मिं बिताईं।
1189,She made this plan to catch him.,वीलि इनरु कें पकड़नैकि ए चाल चलि।
1190,"Paul said to the people, Brothers, listen to me.","पौलुसल मैंसों धैं कौ, भाइयो, मेरि बात सुणो।"
1191,"The one who says, Son, when vacation comes next year, I?ll find you a good bride.","उ कूनी वालि भै, च्यला अघिल साल जब छुट्टी आलै त त्यर लिजी एक भली-भलि ब्वारि खोजि द्यूंल।"
1192,"In 1968-69, I passed the B.Ed exam from AEC Training College and Center Pachmarhi and Sagar University.",वर्ष 1968-69 में एईसी ट्रेनिंग कालेज एवं सेंटर पचमढ़ी है सागर विश्वविद्यालय की बीएड परीक्षा ले उत्तीर्ण भयूं।
1193,The eyes became teary while talking about it.,आँखा लपालप भरी गोछया उनुका बात करन करना।
1194,The court won?t hear the case without a competent authority?s complaint under the law.,न्यायालय य कानूनक अधीन सक्षम अधिकारिक परिवाद बिना मामिल नि सुणल।
1195,"When both Puran?s kids, Chandrika Prasad, became famous too.",जब बै पूरनौक च्योल चंद्रिकापरसाद भौ हरुलिक लै चौल हैगे।
1196,"At the conference, anger was seen over the Uttarakhand government?s indifference toward our language and writers too.",सम्मेलन में उत्तराखंड सरकार द्वारा हमरि भाषा और साहित्यकारों क प्रति दिखाई उदासीनता पर लै गुस्स देखण में आछ।
1197,"Where on one hand, stinging nettle is very beneficial for health, on the other hand, it can contribute to strengthening the hill economy too.",जां एक तरफ सिसूण सेहतै लिजी भौत फायदेमंद छू वांई दुसरि तरफ यो पहाड़कि अर्थव्यवस्था कैं मजबूत करण में लै आपण योगदान दी सकों।
1198,"If Grandfather isn?t here today, we wouldn?t have anything with us.",आज बुबु नि रहय तो आम्क पास सैत कुछ नि रहौय।
1199,"In the world of Kumaoni folk music and literature, Heera Singh Rana is a well-known name.",कुमाउनी लोकसंगीत व साहित्य संसार में हीरा सिंह राणा एक जाणी-मानी नाम छु।
1200,"The campaign?s outline was prepared by the Uttarakhand Folk Language Literature Forum Delhi, which, along with the Uttarakhand Unity Forum Delhi and local organizations, is running it with full enthusiasm.",य अभियान कि रूपरेखा उत्तराखंड लोकभाषा साहित्य मंच दिल्ली द्वारा तयार करीगे जैकैं उत्तराखंड एकता मंच दिल्ली समेत आपण आपण क्षेत्रों क संस्था पुर जोरशोर क साथ चलूं रईं।
1201,"Manmohan Jyu gestured to Sonia Jyu for tea, and since no sign came from there, it felt better to stay standing.",मनमोहन ज्यू लि सोनिया ज्यू क उज्याण चाय और वां बटी के इशार जस नि आय तो ठाडै रूण में भलाई जस चितै।
1202,Beating and thrashing happen daily.,गाई-ढाई मारण-थेचंण रोजै कै हौय।
1203,The greenery was sown again.,हर्याव बोई जानेर भै।
1204,Madhu?s health suddenly worsened again.,मधुलिकि अचानक फिरि तब्यत खराब है गे।
1205,"In Kumaoni food, things like churdkani, jhungar rice, jhungar kheer, hill greens, mandua flour rolls, and many other types of Kumaoni dishes are made.","कुमाउनी खाण में यां चुड़काणि, झुंगर भात, झुंगर खीर, पहाड़ाक साग, मंडुव पिसूंवक मडुवा रोल आदि कई प्रकारक कुमाउनी खाण बणूनी।"
1206,"But somehow, I gathered courage and started thinking about what to do.",लेकिन जसी-तसी मैंल हिकमत जुटै बेर सोचण शुरू करौ कि के करी जावो।
1207,"Today, we don?t have any friends.",इष्टा आज हमर क्वे नि हौय।
1208,The wise ones invited me to read the letter too.,सैणिं ल कय मैं कैं चिट्ठी पढन जै नऊंन।
1209,"In it, there wasn?t even a seat for one passenger, so the kids had to sit with Kaki somehow.",उ में ले आदु सवारी लिजी सीट नि भै त नान्तिन कैका ले काखियूँन बैठ जनेर भ्या।
1210,Kushal felt good that he could give his mother and father the happiness of a new job and the facilities that come with it too.,कुशल कं लै यो भल लागौ कि उ लै आपण इज बाबन कं आपण नय नौकरी और वीक दगाड़ मिलणी वाल सुविधानौक सुख दी सकौल।
1211,"Kaushi said to the cows and calves, Your anger killed me, now you die wandering in this forest too, or else the jackals and dogs will tear you apart.","कौशि गोरू-बांछां हें कैं, तुमार गुसें मर गई, अब तुम लै यो भ्योव में घुरी बेर मर जाओ नतर तुमूकें स्याव-कुकुर ज्यूनै उचेड़ि द्याल।"
1212,"Today, your afternoon meal is forgiven.",आज तुमरि दोपहरकि भनपान माफ।
1213,And they whipped Jesus and handed him to the soldiers to be nailed to the cross.,और यीशु कैं हन्टरैकि अत्था मार लगवैबेर सूली मिं चणूढ़क लिजी सिपैनोंक हात मिं दी दे।
1214,Vyas Jyu got angry.,व्यास ज्यू क्रोधित हैग्याय।
1215,"On Sunday night, Devaki?s grandfather told Damu, Today we?ll keep our stuff in your house and start staying at your place.","एतवारौक दिन रात्ति पर देबकी बुबु दमु हैं कें, आज हम अपण सामान तुमा्र मकान में धर दिनू और तुमा्र ड्यार में रूण शुरू कर दिनू।"
1216,"In every village house, girls worship by offering flower garlands.",गौंपन घर घर जैबेर चेलि फूलनैल देई पुज करनी।
1217,"And suddenly, God?s angel struck Herod because he didn?t glorify God.","और एकाएक परमेश्वरक दूतल हैरोदेस कैं मॉर दे, किलैकि वील परमेश्वरक महिमा नि करि।"
1218,"In the bright month, on the fifth day, birud is soaked.",यो भदौक शुक्ल पक्ष में पंचमी दिन बिरुड़ भिझूनी।
1219,The house?s front yard was decorated with Aipan.,घरक खव आगण में बणाई ऐपण।
1220,"At that time, Israel?s king was Herod.",उ बखत इस्रायलक रॉज हैरोदेस छी।
1221,The meaning of hill words became unclear.,पहाड़ी शब्दोक अर्थै भानमजू है गोय।
1222,Thoughts about him kept coming to mind.,मन में वीक ना्क ना्क बिचार ऊण लागी।
1223,"Like five or seven handfuls of kids, those from Rambadi and Bajeri were getting ready and being taken away.","यासै पाँच-सातेक पुन्तुरि नौव छै, रामबाड़ि और बजेरि वाल्नाक् पैलिए तैयार है जांछी और ल्हि जांण् ले पंणछी।"
1224,Then we sat in the boat to kill him.,तब बॉट मिं हम उकैं मारणक लिजी बैठि रूंल।
1225,It was wedding time.,ब्यावक टैम छी।
1226,"He became happy, saying, Wait a bit, let me wear colorful trousers first and take the toothbrush in hand.","उ खुश है गे, कूँण लागी, जरा रुको जरा रंगाई पिछोड़ पैर ल्यु, हाथ में दातुल लि ल्युं।"
1227,"After hearing Chanda?s whole story, the boss replied, Look, Chanda, I know everything about you, even the bosses know everything.","चनरदा कि पुरि बात सुणण बाद बौस ल जबाब दे, देख भइ चनर मीकै या ज्ये लै ह्रौ सब पत्त छ और माथ वलां के लै सब पत्त छ।"
1228,"Damu went outside in the ICU veranda, wandering here and there.",दमु आइ सी यू भ्यार बरंड में यथां-उथां भटकण फैगो।
1229,"I trust in Lord Jesus that I?ll soon send Timothy to you, so I can be happy knowing about you.","मिकैं प्रभु यीशु मिं यौ बातक भरौस छु, कि मी जल्दी तुमर पास तिमोथी कैं भेजुंल, जैल मी तुमर बारि मिं जाणिबेर खुशि है सकुं।"
1230,But one thing he hadn?t eaten before got stuck in his mind.,पै एक चीज़ जो वील पैली नि खाई भयि उ में मन अटक गोय वीक।
1231,"Then Rami?s mother said to Radha, Queen! You do it too, go quickly, fill a pot with water, grind some spices, and make tea.","तब रमिए इजल राधा हैं कय, महारानी! तू लै करि ले के, जा जल्दी एक लोटी भरि बेर आद और काइ मर्च कुटि बेर चहा बनै ल्या।"
1232,"In big cities, a lot of effort had to be put into making space in this area.",महानगरों में यौ क्षेत्र में जग बनाणि में भौत मेहनत करण पड़ी।
1233,"God appeared to Yakub at night and said, Yakub, Yakub!","परमेश्वरल रात मिं याकूब कैं दर्शन दिबेर कौ, याकूब, याकूब!"
1234,"That Champak?s grandfather said, Grandfather, Grandfather, they?re calling you inside.","वल चम्पक बुबु हें कौ, बुबु-बुबु तुमुकें भितेर बुल्हा मइ।"
1235,"A little talking, a lot of explaining.","थ्वाड़ कूण, भौत समझण।"
1236,"Even with the Holy Spirit, which God gave to those who obey him.","उस्सै पवित्र आत्माक लै, जो परमेश्वरल आपण मानणिवॉलों कैं दी रॉखी।"
1237,"When something comes out naturally from your mouth, it?s a natural thing, born from society, and returns to society.","एक स्वाभाविक रूपल जभत करै तुमा्र मुख बटी कोई चीज झड़ैं, उ स्वाभाविक चीज छु, समाज बटी पैद हरै, समाज कें लौटूंण छु।"
1238,"Then the question arises, how can we remove whatever is obstructing our hill language and culture?",फिरी इमें सवाल आं कि हमर पहाड़कि भाषा और संस्कृति परि जो काउ बाधव लागणि छा उकें कसिक हटई जाव।
1239,"In today?s time, a new dimension has been added to the routine?checking messages on the mobile at night.",अच्यालों समयानुसार दिनचर्या में एक नई आयाम जुड़िगो- रत्तै मोबाइल में मैसेज चैक करनक।
1240,"Here, if a wise one had ten silver coins and lost one, she?d light a lamp and sweep inside until she found it.","यां यैसि को स्यैणि ह्‌वेलि जैक पास चांदिक दस सिक्क हो और एक हरै जाओ, तब उ बत्ती जलैबेर भितेर तब तलक झाड़ि-झूड़िबेर चालि, जब तलक उ मिल नि जाओ।"
1241,Havaldar Pancham Singh?s body was brought back with honor.,हौलदार पंचम सिंहकि बौडी ससम्मान ल्याई गै।
1242,"In between, I kept the door of whose house closed to save them.",यो बीच में मैल कत्तु बाखयनाक घराक द्वार बंद हुण है बचयीं।
1243,"In my son?s fate, where is such a girl?",म्या्र च्यला्क भाग में येसि च्येलि काँ छ।
1244,The fan isn?t running.,लू नीं चलैनि।
1245,"As God?s servant Amos wrote many years ago, when our ancestors were in the desert, they had God?s tent with them, which Moses made according to God?s command.","जस भौत साल पैली परमेश्वरक सेवक आमोसल लिख रॉखछी, जब हमार पितर रेगिस्तान मिं छी, तब उनर पास परमेश्वरक तम्बू लै छी, जकैं मोशेशल परमेश्वरक हुकुमक अनुसार बणाछी।"
1246,"At that time, the people in Judah province ran away and didn?t go to the plains.","उ बखत जो मैंस यहूदा प्रदेश मिं ह्‌वाल, उं भाजिबेर डॉनों मिं न्है जाया।"
1247,We came here to greet them.,हम उनुकैं पैलाग करणक लिजी यां ऐ रयूं।
1248,"But the more they forbade him, the more he preached about him.","लेकिन जतुक उनुल मना करौ, उं उतुकै उनर बारि मिं जादे प्रचार करण भैटीं।"
1249,The more good it is for that man to have a big millstone tied around his neck and thrown into the deep lake so he can?t tempt others to sin and escape the harsh punishment from God.,"यौ हबेर उ मैंसक लिजी यौ जादे भल हुंछी कि क्वे मैंस वीक गव मिं ठुलौ घटक पाथर बादिबेर उकैं गैल ताल मिं खित दिंछी, जैल उ दुसर कैं पाप करणक लिजी नि उकसै सको और परमेश्वरक जरियल मिलणी कठिन सजा है बचि जाओ।"
1250,"The elder son?s color is red, and he has a beard on his face.",ज्यठ च्यलक रंग लाल छी और वीक आङ मिं बाव छी।
1251,They?re staying in Pant Rath.,यां पंत राठ रुँनीं।
1252,The writer of this dictionary is the Kumaoni language expert scholar Dr. Narayan Dutt Paliwal.,य कोशक लेखक कुमाउनी भाषाक मर्मज्ञ बिद्वान डॉ नारायण दत्त पालीवाल छी।
1253,"He called his brothers and said, Hey, look, my money is here!","वील आपण भैनों कैं बुलैबेर कौ, अरे, देखौ म्यार रुपैं यैं छन!"
1254,"Hey, brother! Today is a hungry day for you, understand what you need to understand, now eat and drink at the wedding and go.","अरे भैटो! आइ भोव‌्क दिन छ तुमा्र पास, भोव समझ लिया ज्ये समझण छ, अब ब्याव खै-पिबेर जाया।"
1255,"A little kid stole everything, who brought it from where?","एक नान नान ज लूट्यास चै, कै बटि ल्याल्यै?"
1256,"And then, the wedding procession started with drums and trumpets.","और, फिर बाज गाजा क दगाड़ बर्यात बाट् लागछि।"
1257,Then Joseph left his tunic in her hand and ran away from there.,तब यूसुफ आपण कुर्त वीक हात मिं छोड़िबेर वांबे भाजि गोय।
1258,"Oh God, what are you doing, six months later she died in an accident?","दै पै क्ये करछी मैं, वीक बाद छै महैण बाद एक अक्सीडैन्ट में ऊँ मर गयीं।"
1259,"And at wedding time, Jesus and his disciples were returning to Bethany village from outside the city.",और ब्याव बखत यीशु और शिष्य नगर है भ्यार बैतनिया गौं मिं वापिस जानै रईं।
1260,This dictionary was dedicated to his elder brother by Dr. Paliwal Jyu.,डॉ पालीवाल ज्यू द्वारा आपुण ठुल भै कें समर्पित य शब्दकोश।
1261,"Hearing this, the chief soldier came to Paul and asked there, Tell me, are you a Roman?","यौ सुणिबेर ठुल सैपल पौलुसक पास ऐबेर उधैं पुछौ, बता, के तु रोमी छै?"
1262,Kaushi came to the kitchen with Manu.,कौशि मनू दगाड़ रस्या में ऐ जें।
1263,"God lives in his form and in everyone?s family, and in everyone?s heart, showering faith and love on a common man; how can I see their ruin?",भगवान स्वरुप वीक सैब और सैबक परवार वीक अन्तरमन में विराजमान छ जनूल एक साधारण आदिम पर यतुक विश्वास और प्रेम बरसै राखौ भला मैं उनरि बरबादी कें कसिक देख सकुल।
1264,His birthplace was Sikandria.,वीक जनम-भूमी सिकंदरिया छी।
1265,"The poet knows earlier, the army knows later.","अघिल बै काव् जाणी उड़नै, पछिल बै फौज।"
1266,"Then they signaled to Dhaniya?s friend, and Puni?s mother called Pal into the room.",फिरि कौंछा धनिया कै दगड़ ब्या कुलि पुजींत पाराक् पुनियेलि मैं हीं इशार करि बेर पाल् कमर् में बुला ले।
1267,"Today, my friend untied the knot in my chest stuck to you, praising you, my friend.",आज म्या्र ईष्टा त्वील म्यर छाति में लागि गाँठ खोलि है त्येरि जै-जैकार है जो ईष्टा।
1268,"I told my disciples, Go to Galilee, there they?ll see me.","जैबेर म्यार शिष्यों धैं कया कि गलील हुं जाओ, वां उं मिकैं देखॉल।"
1269,"The bride came home, they made tea for the bride to drink.","ब्यौलि घर वापस ऐं, ब्यौलि चहा पिणक लिजी कें।"
1270,"Hearing this, the high priest angrily tore his clothes and said, Now we don?t need any more witnesses.","यौ सुणिबेर महायाजकल रीशल आपण आङक लुकुड़ फाड़िबेर कौ, ऑब हमुकैं और क्वे लै गवाहीक के जरूवत न्हैं।"
1271,"My father-in-law, your old grandfather, one day talked to your old mother about me.",म्यर सौर त्यर बुड़ बुबु एक दिन त्येरि बुढ़ि आम्कें बात लगा मछि।
1272,"Fine, Grandfather! Now you find me a girl, and I?ll look for a handsome boy for Bhaga.",ठीक छ बुबू! अब तुम म्या्र लिजि च्येलि ढुंढिया और मैं भगा लिजि एक सुंदर लौंड तलाश करनू।
1273,"This happened after independence, the first general election story, a Ranikhet tale; telling candidates? names could spoil things.","यो आजादी बाद हैयी आम चुनावै बात छ, राणिखेत क किस्स छ, उम्मीदवारनौ नौ बतूँण में बात बिगड़ि सकैं।"
1274,"The nails and branches in the tree got stuck, it became a game in their hands.",बोट में हांङ फांङ ले न ह्वलात् मकुड़ै लगै बोट् जांण वीक बौं हातौक खेल भौय।
1275,His tears wouldn?t stop at all.,वीक आंस रुकणक नाम नि लिणाछी।
1276,"In one hand, a bundle of life?s clothes, and in the other, a bag where she kept life?s makeup and stuff for adornment.","एक हाथ में जिबन्तीक लुकुड़ाँकि गठरि और दुहर हाथ में एक बैग जमें वील जिबन्तीक श्रृंगार करणी सामान आदि धर राख छी, लिजाण छी।"
1277,"In the end, I request everyone, how did this book feel to you, please write two words as a blessing.",अंत में सबु हैं यौ निवेदन करनु कि यौ किताब आपुकें कसि लागि आशीर्वादक रूपम द्वी शब्द जरूर लेखिया।
1278,I?m writing a letter and remembering those moments of love.,मैं चिट्ठी लेखि बेर पिरेमाक उ पलों कैं याद करनऊँ।
1279,Even they didn?t have time to meet the mango.,उनुकें लै आम् कें मिलणकु बगत नि हौय।
1280,It can be hoped that ?Binsiri? will create affection for the development of Garhwali and Kumaoni languages in our society too.,य आश करी जै सकी कि 'बिनसिरि' गढ़वाली और कुमाउनी भाषाक लिजी हमर समाज में भाषाओंक बिकासै दगै मोह लै पैद करल।
1281,"The boys have this quality, the mother-in-law said.",च्याला यो गुनुक छन सासुल बताय।
1282,The lawyer was waiting outside with him to discuss office work.,वीक औफिसक काम-धाम देखणी वकील वी दगा्ड़ बातचीताक लिजि इन्तजार में पैलिकै भैरूँ।
1283,But you?ve made it a den of robbers instead of a house of prayer!,पर तुमुल यकैं प्रार्थनाक घर नै बल्किन लुटेरोंक अड्ड बणै रॉखौ!
1284,"If you take Benjamin with us, then we?ll go to Egypt and buy grain for you.","अगर तुम हमर दगाड़ बिन्यामीन कैं लगूंछा, तब हम मिस्र देश जैबेर तुमर लिजी अनाज मोल ल्यूंल।"
1285,Babu?s antlers are stuck there.,बाबूल काकड़ मङै राख छी।
1286,"The teeth clenched, everyone tried to pour water with a spoon, but her teeth wouldn?t open.",दाँत सिनी जै गय सबुल चमचल पाणि डावणकि कोसिस कै पर उनिक दाँत नि खुल।
1287,The pond got land for me.,तलावुक मैक जमीन भई।
1288,"By boiling that very careful nettle, a tasty and nutritious soup can be made too.",भौत सजाग यैक डंठवन कैं उबाल बेर स्वादिष्ट और पौष्टिक सूप लै बणाई जां।
1289,Then I?ll eat him and give you the final blessing.,तब मी उकैं खैबेर तुकैं आखिरी आशीश द्यूंल।
1290,"Two days later, the old man came back.",द्वी दिन बाद बुड़ ज्यू वापिस आय।
1291,"When they trust in me, I?ll forgive their sins, and they?ll join my holy people.","जब उं मी मिं भरौस करॉल, मी उनर पापों कैं माफ करुंल, और उं म्यर पवित्र मैंसोंक दगाड़ मिलि जॉल।"
1292,"At night, there was a lot of fever.",रात बै भौत बुखार है रौ छि।
1293,"But Jesus said to them, The Sabbath was made for man, not man for the Sabbath.","लेकिन यीशुल उनुधैं कौ, अरामक दिन मैंसक लिजी बणै रॉखौ, न कि मैंस अरामक दिनक लिजी।"
1294,Discuss it a bit!,जरा चर्चा करो धैं!
1295,"Hey, look, it?ll happen anyway!",अरे देखि जाइयलि जे लै होल।
1296,"Joseph kissed all his brothers and hugged them, crying over them.",यूसुफल आपण सब भैनों कैं चुमौ और उनुकैं अङाव हालिबेर डाड़ मारी।
1297,"When the cholera epidemic stopped, it came into our villages and homes.",जब हैजकि बीमारीक थिरथाम हौछ तब आपण गों-घरों में आई।
1298,"Even four years after the December 2012 Nirbhaya case, those beasts involved in that incident got sentenced but haven?t been hanged yet.",दिसंबर २०१२ क निर्भयाकांड क चार वर्ष बितण बाद लै उ काण्ड में लिप्त नरपिसाच सजा मिली बाद लै फांसी पर नि चढ़ि राय।
1299,"No, I didn?t go inside today.",ना आइ मैं भितेर गयै नै।
1300,"Then Joseph?s sleep broke, and he said, Hey, is this true?","तब यूसुफकि नीन टुटी और वील कौ, अरे, यौ सांचि बात छा?"
1301,Jesus casts out spirits from people.,यीशु मैंस मिंबे भूत निकालणईं।
1302,The British built post offices far apart for their stay.,अंग्रेजनल दूर-दूर में आ्पण ठहरनै लिजी डांक-बंग्याल बणाई छी।
1303,The conference was broadcast on social media like YouTube and Facebook too.,शोसल मीडिया में यूट्यूब व फेसबुक में लै य सम्मेलन प्रसारित करी गो।
1304,They talked about their political ideology.,ऐलै आपूंल राजनीतिक बिचाराधारा बात करै।
1305,"Before Jesus started his work, John, who gave water baptism, told all the Israelites to repent and take water baptism.",यीशुक काम शुरु हुण है पैली यहूना पाणिक बपतिस्मा दिणिवॉलल सब इस्रायली मैंसों कैं मन फिराव और पाणिक बपतिस्मा लिणक लिजी कौ।
1306,"In the village, even the utensils and the muddy road grew.",गौक भितेर ले पात्र और ढ़चगैकि सड़क बढ़ गेयी।
1307,Both studied and got jobs in the bank.,द्विय कक लै पढ़ि-लिखि बै बैंक में लागि गय।
1308,"Slowly, people in the hill villages started waking up against the forced labor system.",धीरे-धीरे पहाड़ा गौं-गौं लोग कुली बेगार प्रथा बिरोधै लिजी जागरूक हुण लागी।
1309,"Today we?re in shock, we?re sad.","आज हम सद्म में छ्यूं, हम दुखित छ्यूं।"
1310,I didn?t watch the whole movie.,पुरि पिक्चर देखि नै मैल।
1311,"They neither work hard nor try, yet I tell you that even Solomon in all his glory wasn?t adorned like one of them.","उं न तो मेहनत करनी और न कोशिश करनी, फिर लै मी तुमुकैं बतूंनू कि सुलेमान रॉज लै आपण सारि शान-शौकत मिं लै उनुमिं बे एकक चारि लै सजी-धजी नी छी।"
